epoch,val_loss,val_f,val_f_rm,test_loss,test_f,test_f_rm,train_loss
35,0.325993,0.904600572754,0.389207807118,0.307179,0.909274772158,0.353654429101,0.204822729899
36,0.329715,0.907869718771,0.458502297918,0.308713,0.911528655302,0.421656050955,0.204800588359
37,0.32359,0.90712521709,0.479491929082,0.303113,0.91074218323,0.427172195893,0.204630873123
38,0.309832,0.9093526272,0.467254744721,0.292155,0.914584513552,0.432262129805,0.204404696543
39,0.315113,0.908585599474,0.480149213962,0.298301,0.914127947567,0.442830069488,0.20364587563
40,0.310105,0.909612625544,0.471030042918,0.29596,0.915236892302,0.430886558627,0.203621104776
41,0.310378,0.913172126626,0.530478589421,0.293518,0.917427795984,0.483880686954,0.203495603226
42,0.415845,0.89042448236,0.520321123934,0.404026,0.894124985284,0.474807350326,0.203081453628
43,0.32545,0.91251448188,0.540566959922,0.311366,0.917223539085,0.503941605839,0.2028680015
44,0.326603,0.906076648003,0.419607843137,0.308234,0.910813044132,0.393056010481,0.202603001392
45,0.331094,0.907806751542,0.434108527132,0.309349,0.912488556544,0.397645519948,0.201992532781
46,0.314181,0.911750705227,0.501168527655,0.298854,0.915550714368,0.46324207936,0.202254838754
47,0.317012,0.909322376252,0.460914254801,0.296935,0.914953222533,0.420614596671,0.20161523998
48,0.311766,0.909431833868,0.448078495503,0.295049,0.914393105331,0.416103059581,0.201312511296
49,0.335013,0.903745130842,0.376518218623,0.3125,0.908333708449,0.323002754821,0.201248337165
50,0.310569,0.90901588242,0.439037876693,0.296607,0.913003311279,0.401433691756,0.201559912789
51,0.336571,0.906171646081,0.427298050139,0.311835,0.910267197067,0.393592677346,0.201277569263
52,0.322687,0.904984506205,0.40589569161,0.302323,0.911701739359,0.366677818668,0.20115608844
53,0.346446,0.906752320446,0.431253451132,0.319688,0.911947068432,0.414350355527,0.200613747135
54,0.32085,0.908854747037,0.460707534432,0.300612,0.913873266844,0.415809768638,0.200417272593
55,0.321777,0.910691498446,0.508921644686,0.299072,0.915027737605,0.465401102266,0.200569425791
56,0.309639,0.913004340743,0.521583652618,0.29501,0.916870940574,0.482029598309,0.200071862993
57,0.317932,0.908559693729,0.443832599119,0.297747,0.913088947122,0.410123296561,0.200268242683
58,0.312936,0.910527353603,0.486629600212,0.294021,0.91459361353,0.433712121212,0.199797114406
59,0.323444,0.909956074151,0.472356414385,0.302177,0.915965611599,0.45048422368,0.199674606616
60,0.320039,0.90805947693,0.460334592553,0.301544,0.913598907421,0.444935310824,0.200015557459
61,0.331688,0.903730945546,0.389269406393,0.310423,0.909530654717,0.368614357262,0.199530104522
62,0.31571,0.907030459957,0.453065653825,0.300865,0.913560735615,0.429432286711,0.199101950107
63,0.310234,0.911346348243,0.509913573971,0.293771,0.916882058695,0.470872321159,0.199095973707
